time_s,P_drive_W,P_hvac_W,P_to_LFP_W,P_to_LTO_W,T_LFP_C,T_LTO_C,SoC_LFP,SoC_LTO
3281.75,17819.916220844258,1526.0851553006112,14161.20156163203,5184.799814512839,35.19633437405905,35.06207834251461,0.5501578208362511,0.5247569980080175
3282.0,19808.4010954969,1526.0779104304172,16149.661265567658,5184.81774035966,35.19632360496847,35.06206127643152,0.5501578384284747,0.5247570300130653
3282.25,17681.343712283808,1526.070667572408,14022.578720109312,5184.835659746903,35.19632261886793,35.062044216498194,0.5501578537036149,0.5247570620182237
3282.5,19602.390067561697,1526.063426726024,15943.599921610825,5184.853572676897,35.19631122283063,35.06202716271241,0.5501578710713708,0.5247570940234927
3282.75,17385.358443621088,1526.0561878907072,13726.543152359827,5184.871479151968,35.196309161105745,35.06201011507196,0.5501578860240322,0.5247571260288721
3283.0,16119.388688257726,1526.0489510658986,12460.548260149186,5184.889379174439,35.19629644622757,35.061993073574634,0.5501578995976142,0.5247571580343622
3283.25,17369.381916977098,1526.04171625104,13710.516360481502,5184.907272746635,35.19627843030356,35.06197603821821,0.5501579145328171,0.5247571900399627
3283.5,20209.24077412313,1526.0344834455732,16550.350097697825,5184.925159870877,35.19626565185446,35.06195900900049,0.550157932561521,0.5247572220456735
3283.75,19023.879789588227,1526.0272526489398,15364.96400168768,5184.943040549487,35.19626681973704,35.061941985919255,0.5501579492989546,0.5247572540514948
3284.0,18769.511280830015,1526.0200238605821,15110.570389905815,5184.960914784782,35.19626182016504,35.0619249689723,0.5501579657592709,0.5247572860574263
3284.25,18139.87545232539,1526.0127970799426,14480.909466826246,5184.978782579086,35.19625556306958,35.06190795815742,0.5501579815336821,0.5247573180634681
3284.5,17241.373663237493,1526.0055723064631,13582.382591609246,5184.996643934709,35.196246290458745,35.0618909534724,0.5501579963293058,0.5247573500696203
3284.75,19713.22408900923,1525.9983495395866,16054.207939694836,5185.0144988539805,35.196232957575525,35.061873954915036,0.5501580138175498,0.5247573820758826
3285.0,18011.723561179053,1525.9911287787554,14352.682342618595,5185.032347339212,35.19623149134948,35.06185696248313,0.55015802945228,0.5247574140822552
3285.25,18167.627300432447,1525.9839100234126,14508.561021063142,5185.050189392717,35.19622162713317,35.06183997617446,0.5501580452568127,0.5247574460887379
3285.5,17496.068640961876,1525.976693273001,13836.977309218062,5185.068025016815,35.196212491970854,35.06182299598684,0.5501580603297727,0.5247574780953306
3285.75,17897.773035092752,1525.9694785269642,14238.656659405895,5185.085854213821,35.196200289013035,35.06180602191805,0.5501580758402919,0.5247575101020334
3286.0,18152.46032191611,1525.9622657847451,14493.318910714814,5185.103676986045,35.196189905866675,35.0617890539659,0.5501580916282209,0.5247575421088463
3286.25,18619.548828545405,1525.9550550457873,14960.382390255389,5185.121493335802,35.19618070664679,35.06177209212819,0.5501581079249338,0.5247575741157691
3286.5,18713.659502985534,1525.9478463095343,15054.468046029664,5185.139303265403,35.19617373615066,35.0617551364027,0.5501581243241365,0.5247576061228018
